,left,query,right
468,biographical introduction by John Baillie 's cousin Isobel M Forrester and Correspondence and related items including letters from his,brother,Donald Macpherson Baillie George Arthur Buttrick Bertram Christian David Smith Cairns Melville Dinwoodie BBC and Henry Pitney Van
469,Council of Churches and the World Council of Churches he became a President of the latter John Baillie 's,brother,Donald Macpherson Baillie 1887-1954 was educated at Inverness Royal Academy and at the Universities of Edinburgh Marburg and
470,the University of Liverpool 1947 and Moore lecturer at the San Francisco Theological Seminary 1952 John and Donald 's,brother,Peter Baillie 1889-1914 was educated at Inverness Royal Academy and then at George Watson 's College Entering Edinburgh
471,Baillie corresponded with various members of his family his wife Florence Jewel Baillie before and after their marriage his,brother,Donald Macpherson Baillie his mother Annie Baillie John Baillie 1829-1891 was born at Beauly Inverness-shire the son of
472,Roosevelt Professor of Systematic Theology at the Union Theological Seminary New York During this time his correspondants included his,brother,Donald Macpherson Baillie Henry Sloane Coffin David Smith Cairns James Moffatt Karl Barth Thomas Stearns TS Eliot and
473,Eliot and Hugh Ross Mackintosh Donald Macpherson Baillie 1887-1954 was the son of John Baillie 1829-1891 and a younger,brother,to John Baillie 1886-1960 He was educated at Inverness Royal Academy and at the Universities of Edinburgh Marburg
474,Edinburgh Medical College for Women 1903-1908 graduating with the degrees of M.B and Ch.B from Edinburgh University 1908 Her,aunt,Dr. Isabella Mears a missionary in China was one of the first ten women to become a doctor
475,from London Hasker StreetSent to Koestler Arthur recipientBwlch Ocyn Verte Rive Kingsley Sidney George VI King funeral Uncle Eden,aunt,Gertrude Sontag Mark Sontag Irene Verschoyle Derek and TS signedSent from London Hasker Street Sent to Koestler Arthur
476,South Uist 'Lullaby '' S milis mor Lament 'Rowing song 'Mary McInnes 'It 's more than twenty years 'From,uncle,John 's wife no English 'Eriskay Lullaby 'Archie 's song And o Peggy Young 'Love song William Ross
477,South Uist 'Lullaby '' S milis mor Lament 'Rowing song 'Mary McInnes 'It 's more than twenty years 'From,uncle,John 's wife no English 'Eriskay Lullaby 'Archie 's song And o Peggy Young 'Love song William Ross
478,'Missing Papers in D.J.G 's collection Photographs Personal photographs Photograph labelled 'My father Colin Photograph labelled 'Uncle Alan and,uncle,Ken Sepia photograph of Alan Greenwood in soldier 's uniform Full-length photograph of Alan Greenwood outside a doorway
479,in Box 2/2 contain copies of material from between 1849-1883 relating to Daniel Wakefield 1798-1856 Edward Gibbon Wakefield 's,uncle,and to Wakefield in the Sir George Grey papers held in Auckland City Library with listings copies of
480,Clydeside boilermaker In the Depression years of the 1930s the family moved from Glasgow to St. Andrews where an,uncle,of Tom had a stonemason 's business After a brief apprenticeship to a butcher Tom became an apprentice
481,and then went to Edinburgh to study at the School of Medicine Surgeon 's Hall He lived with his,uncle,Dr. J. Cochran and he assisted at the Apothecary of a relative in the Lawnmarket Edinburgh He was
482,King 's College Aberdeen He studied Law at Edinburgh University At the age of twenty-one he travelled with his,uncle,to America to Maryland and he practised law in Baltimore On the outbreak of the American Civil War
483,Charlotte and Contains various photocopied biographical articles about Auerbach 's relatives including her father Friedrich Auerbach grandfather Leopold Auerbach,uncle,Felix Auerbach and cousin Some of the articles are in German Also contains a copy of a hand-drawn
484,as handwritten family trees detailing the Thomson side notes by Thomson 's relative Margaret Thomson regarding his Father and,uncle,and notes regarding letters sent by Thomson 's Kendal and Canadian sides of the family and The apron
485,Carlyle to the Librarian F. C. Nicholson Edinburgh University Library indicating that there is incertainty as to when 'my,uncle,came into possession of the Goethe Mask Letter dated London 28 April 1920 from Rosaline Masson to the
486,Georgia just two months after his appointment He slowly took over the management of the whaling fleet from his,uncle,Harold Salvesen and was involved in improving processing methods the rationalisation of whale catches ordering of supplies and
487,Bolshaia Morskaia or Morskaya Street on 2nd or 15th May 1901 by W. Sedgefield and addressed to his 'Dear,uncle,W. J. Sedgefield Esq. Abingdon Berkshire England The envelope with franking and partial postage stamp survives The letter
488,TS signedSent from London Hasker StreetSent to Koestler Arthur recipientBwlch Ocyn Verte Rive Kingsley Sidney George VI King funeral,uncle,Eden Aunt Gertrude Sontag Mark Sontag Irene Verschoyle Derek and TS signedSent from London Hasker Street Sent to
489,Thomas Hunter at Wallsend Swan and Hunter relating to investment Letter to 'My dear little Rosie from 'Your affectionate,uncle,29 September 1888 Miscellaneous items between 1892-1896 and undated being Note of mealtimes and post-times at Henley Park
490,relating to investment and Magazines and Cape Town newspapers and Letter to 'My dear little Rosie from 'Your affectionate,uncle,29 September 1888 and Short biography of Sir John Jackson from Heywood 's Authentic Series of Press Biographies
491,none,niece,none
492,letters from her son Donald Macpherson Baillieletters from her husband John Baillieletters from her son John Baillieletters from her,nephew,Peter Baillieother correspondence and Leaflets booklets and maps relating to New Zealand and 2 excercise books of English
493,songspress cuttings and Will and inventory of the estate of John Baillie and a discharge by Peter Baillie his,nephew,in favour of Annie Baillie and Photograph of Elizabeth Catherine Gallant 's gravestone at Ticehurst Kent and Books
494,Wakefield 1750-1826 and author and philanthropist Priscilla Wakefield 1751-1832 He was the brother of William Hayward Wakefield 1803-1848 and,nephew,of Daniel Wakefield 1776-1846 Edward Gibbon Wakefield was educated at Westminster School and at Edinburgh 's Royal High
495,Their son John Jacob became head of the firm in 1867 and managed the business until 1896 when Charles,nephew,George William Budd later known as George William Holtzapffel took over John Jacob Holtzapffel II died in Eastbourne
496,Scots Defence of the Scots Abdicating Darien 1700 and Correspondence of James Currie Manager of Leith Hull and Hamburg,nephew,to Sir Donald Currie Mainly dealing with finances insurance claims valuation and de-valuation of fleet List of ships
497,Standard DictionaryLetter of July 9th 1928 from a gentleman saying that he was born in 1869 speaks of his,grandmother,'s lifeLetter from SLM August 10th 1928 List of various itemsNotes on Marquis of NorthamptonLetter from February 1925
498,was James Scott 1874–1934 an army officer He was raised by his Gaelic-speaking mother and his Episcopalian Jacobite maternal,grandmother,spending his early childhood in Blairgowrie and Glenshee He also spent time in Dundee Somerset and Devon Orphaned
499,Verein Einheit Notebook with excerpts from works by Schiller Goethe Lessing Photograph of the grave of Arthur Koestler 's,grandmother,Bill Bill Felejthetetlen Photograph of a young boy Die Arktis aus dem Zepplin-Fenster Box 2303 Job application and
500,was born in Blairgowrie on 11 November 1919 He was raised by his Gaelic-speaking mother and his Episcopalian maternal,grandmother,spending his early childhood in Blairgowrie and Glenshee Orphaned at the age of thirteen Henderson obtained scholarships first
501,years and throughout the reigns of four Swedish monarchs and was awarded the Vasa Order in 1864 Lundholm 's,grandfather,Carl Olof Lundholm a noted engineer was an associate of Alfred Nobel who asked him to manage his
502,and acquaintances of Charlotte and Contains various photocopied biographical articles about Auerbach 's relatives including her father Friedrich Auerbach,grandfather,Leopold Auerbach uncle Felix Auerbach and cousin Some of the articles are in German Also contains a copy
503,in which Thomson took part and photographs of his colleagues from the army and Inscribed This was Godfrey 's,grandfather,'s drill book and Stamped with the writer 's compliments It also contains a sheet of notes by
504,well as photographs of places meaningful to the Thomson family These include a sepia photograph of Thomson 's Great,grandfather,Andrew c1890s and photographs of family members from the Dickinson and Oates lines photograph of the house in
505,offprints pamphlets etc Non-print material Box 2455 Note Koestler Arthur Self portrait Koestler Arthur Portrait of Arthur Koestler 's,grandfather,Hargrave photographer Portrait of Arthur Koestler 's grandfather Hargrave photographer Postcard with photograph of Arthur Koestler 's grandfather
506,Koestler Arthur Self portrait Koestler Arthur Portrait of Arthur Koestler 's grandfather Hargrave photographer Portrait of Arthur Koestler 's,grandfather,Hargrave photographer Postcard with photograph of Arthur Koestler 's grandfather Jeiteles Jakob Portrait of Adele Koestler Atelier E.
507,'s grandfather Hargrave photographer Portrait of Arthur Koestler 's grandfather Hargrave photographer Postcard with photograph of Arthur Koestler 's,grandfather,Jeiteles Jakob Portrait of Adele Koestler Atelier E. Thurmann photographer Portrait of Adele Koestler Atelier E. Thurmann photographer
508,November 1911 The civil servant Sir George William Chrystal KCB 1880–1944 was Chrystal 's son Professor Chrystal was the,grandfather,of George A. M. Chrystal of Christchurch New Zealand Catalogued by Graeme D. Eddie 28 October 2013 Coll-1492
509,none,granddaughter,none
510,Wakefield was born in London on 20 March 1796 eldest son of Edward Wakefield 1774-1854 philanthropist and statistician and,grandson,of merchant Edward Wakefield 1750-1826 and author and philanthropist Priscilla Wakefield 1751-1832 He was the brother of William
511,born on 16 March 1664 He was the son of Robert Baillie of Jerviswood and through his mother Rachel,grandson,of Sir Archibald Johnston of Warriston Edinburgh Lord Warriston in the Cromwellian Parliament.Baillie 's father was executed in
512,Professor of Medicine at King 's College Aberdeen He was the son of James Gregory 1638-1675 the mathematician and,grandson,of John Gregory d. 1653 Coll-1107 Small broadside an ordinance of the Baillies in Edinburgh and This broadside
513,rifle First-class cricketer Harry Lindsay Somerled MacDonald was born in Westminster London on 2 August 1861 He was the,grandson,of Donald Macdonald of Sandside Caithness and was the only son of Lt-Col. William Donald MacDonald of the
514,John Baillie from his pocket book on different occasions including United States Immigrant Identification cards for himself and his,wife,syllabus cards and agendas of meetings Also includes notes on ecumenism press cuttings and calling cards of Rev
515,Mackintosh for the Edinburgh Presbytery of the Church of Scotland and Correspondence and related items including letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie Ifor Leslie Evans and Reinhold Niebuhr Includes material relating to
516,them with fifty years previously and Correspondence and related items relating to the attendence of John Baillie and his,wife,at the coronation of Elizabeth II and Booklets hymnsheet presscutting programme and Correspondence press cuttings and related items
517,items including material relating to the Ridell Memorial lectures and the Edinburgh Famine Relief Committee and letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie Arnold Joseph Toynbee publishers and individuals within the YMCA and
518,leaflets brochures travel documentation press cuttings and other items relating to the trip taken by John Baillie and his,wife,to Australia New Zealand and the United States in 1948 Includes material relating to the Presbyterian Church of
519,volumes and 1 songsheet of songs and poetry written by Peter Baillie and Letters to John Baillie from his,wife,Florence Jewel Baillie covering the period from when they first met until the year before John Baillie died
520,John Baillie was based in Canada and the United States and Correspondence and related items including letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie Sir Edward Victor Appleton Henry Pitney Van Dusen Hugh Martin
521,University of Marburg and Typescript reviews written by John Baillie and Correspondence and related items including letters from his,wife,Florence Jewel Baillie and Thomas Stearns Elliot Includes material relating to his investments and A loose-leaf bundle of
522,Second World War Includes relevant press cutting and Letters from friends and colleagues received by John Baillie and his,wife,during his final illness and Lists of John and Florence Jewel Baillies wedding presents some compiled in relation
523,presscutting relating to Dunedin Day celbrations in Edinburgh in 1949 and Correspondence and related items including letters from his,wife,Florence Jewel Baillie Matthew Black and Ian W Fraser Includes material relating to the World Council of Churches
524,Baillie Free Church minister Gairloch consist of certificatescorrespondencelegal papersmemorialsreligious textstheological notes and Letters sent to Richard Fowler from his,wife,his daughter and from John Baillie concerning John Baillie and Florence Jewel Fowler 's plans to marry and
525,to the Summer School of Christian Workers examining the Bible and Correspondence and related items including letters from his,wife,Florence Jewel Baillie Reinhold Niebuhr Lewis Legertwood Legg Cameron Hector Hetherington and Frank Moore Also material relating to
526,visit to the United States immediately at the end of the Second World War and including letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie publishers Reinhold Niebuhr and Mathew Willard Lampe State University of
527,the award of OBE to Ian Fowler Baillie the other the birth of a son to him and his,wife,Sheila and Text of article by John Baillie published in the Scotsman on the then Gifford Lecturer Reinhold
528,Ross Mackintosh for the Senate of the University of Edinburgh and Correspondence and related items including letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie Mona Anderson Ian W Fraser Sir Zwinglius Frank Willis and
529,Baillie and letters notes press cuttings calendars and related material and Correspondence and related items including letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie Sir Zwinglius Frank Willis Thomas Stearns Eliot and Reinhold Niebuhr
530,These were subsequently published posthumously as Baptism and Conversion 1964 and Correspondence and related items including letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie Mona Anderson Bertram Christian Henry Pitney Van Dusen and Henry
531,Strachan Hugh Ross Mackintosh William Paterson Paterson and Archibald Main and Correspondence and related items including letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie Mona Anderson Bertram Christian Leslie Bannister Walton William Alexander Curtis
532,John Baillie 's visit to Germany as part of a British Council of Churches delegation and letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie and Bertram Christian and A booklets of notes taken at
533,Baillie 's nomination as the next Moderator of the Church of Scotland and Letters to John Baillie from his,wife,Florence Jewel Baillie and Letters to Florence Jewel Baillie primarily from family and friends arranged chronologically and Lectures
534,by John Baillie examining Scotland 's influence on the world and Correspondence and related items including letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie and George Kennedy Allen Bell Also material relating to engagements
535,and an obituary notice concerning the death of his mother Annie Baillie and Letters to John Baillie from his,wife,Florence Jewel Baillie originally filed as discrete bundles with in early general filing correspondence files Auburn Toronto and
536,controversy in theology surrounding the significance Jesus and Correspondence itineraries press cuttings and related items including letters from his,wife,Florence Jewel Baillie his brother Donald Macpherson Baillie Mona Anderson Henry Sloane Coffin William Temple the Archbishop of
537,of Rev John Baillie 1829-1891 Free Church minister at Gairloch Ross Cromarty in the north-west of Scotland and his,wife,Annie Macpherson John senior was a graduate of both the University of Edinburgh and Free Church College Edinburgh
538,special occasions He also wrote sermons specifically for children John Baillie corresponded with various members of his family his,wife,Florence Jewel Baillie before and after their marriage his brother Donald Macpherson Baillie his mother Annie Baillie John
539,Reviews Reviews by John Baillie The Bedmakers Sermon Introduction Fraenkel God the Creator A Scottish Barthian Letter regarding Ross,husband,Obituary of Hugh Ross Mackintosh Obituary of Hugh Ross Mackintosh MacTaggart 's 'Some Dogmas of Religion The New
540,Letter from John Baillie to David Morison Ross detailing/assessing the student life philosophy and general character of Peter Ross,husband,deceased and quoted at length in Ross 's biography of Husband and Broadcast by John Baillie and WD
541,life philosophy and general character of Peter Ross Husband deceased and quoted at length in Ross 's biography of,husband,and Broadcast by John Baillie and WD Barnetson discussing aspects of life such as politics religion and family
542,material and The papers relating to Annie Baillie consist of letters from her son Donald Macpherson Baillieletters from her,husband,John Baillieletters from her son John Baillieletters from her nephew Peter Baillieother correspondence and Leaflets booklets and maps
543,First World War including poet friend William Watson Willie Peploe John Jeannie Jane Mary MacColl his cousin and her,husband,Sir Duncan Colvin Baillie his cousin Hugh Ross Mackintosh and James Seth and Broadcast by John Baillie examining
544,and after the end of the war they married at Leamington Spa Jewel took an active interest in her,husband,'s work accompanying when he travelled sitting on charitable committees looking after missionary furlough houses and much more
545,McIntyre She married John Baillie in 1885 and had previosly been married to a Mr Mackenzie She survived her,husband,and took her three sons John Donald Macpherson and Peter to live in Inverness For most of the
546,Minor 3rd 'Ho mo nighean dhubh at the Hown MacIsaac 'Waulking songs of the Isles 'Woman 's lament over,husband,Shipwreck accidental killing 'Annie Macleod McInnes House 'Another Ho m aghan '1913 Mo chlann Healing Isabell 'Reivers Wooing
547,Minor 3rd 'Ho mo nighean dhubh at the Hown MacIsaac 'Waulking songs of the Isles 'Woman 's lament over,husband,Shipwreck accidental killing 'Annie Macleod McInnes House 'Another Ho m aghan '1913 Mo chlann Healing Isabell 'Reivers Wooing
548,present are two items of correspondence from the PRC to Greenwood 's widow Josephine Greenwood 1984 concerning her late,husband,'s biographical details and Recto Alan Greenwood and unidentified man possibly J.E Wilson at a dining table on
549,War and according to material contained in the collection here she was a volunteer in the Civil Defence Her,husband,Thomas died in 1969 He had been a managing director of a knitwear firm in Hurlford Kilmarnock and
550,the same place in 1985 Florence Bruce Steven died on 25 November 2008 She had been pre-deceased by her,husband,10 May 1988 Her old school St. Trinnean 's had closed its doors in 1946 on the retiral
551,their residence in Welwyn Garden City to the Registrar of the General Medical Council Scottish Branch indicating that her,husband,is absent and aboard the R.R.S 'Discovery II and the returnable component of the form sent by the
552,for notification of any changes to his qualifications Gibbon 's wife informed the Registrar that in September 1931 her,husband,'was appointed Surgeon to the R.R.S 'Discovery II and that he would be absent from the UK for
553,Mission Hospital Jalna in central India doing surgical work and inoculations against bubonic plague and cholera In 1917 her,husband,returned to India to a government post in Simla and she did surgical work in a womens hospital
554,Clinic beginning a personal analysis and carrying out analytic treatment of patients By 1931 the Depression had ended her,husband,'s career in Calcutta and so the family settled in Edinburgh where he worked as Registrar at the
555,the will of Janet Coats 1844-1918 daughter of Thomas Coats the Glasgow cotton manufacturer in memory of her late,husband,James Tait Black whom she had married in 1884 James Tait Black 1826-1911 was son of Adam Black
556,"1889 In 1851 the firm bought the copyright of Walter Scott 's Waverley Novels for £27,000 Black was the",husband,of Mrs Janet Coutts Black who set up a literature prize in his name in 1919 after his
557,Terence Tiller to 'Dear Reggie Reggie being the late Professor Reginald Donald Smith 1914-1985 New University of Ulster and,husband,of Olivia Manning 1908-1980 The collection also contains a short script of Four of a kind by Paul
558,a young lady of this period and might well be at least partially influenced by the interests of her,husband,during the first year or so of their marriage prior to the arrival of their son Herbert Harriet
559,I and Autographs and TSs some carboncopies some signed32 leavesSent from n.p.Coincidences not usedIncludes Telepathy Wimbledon Fleeting imageless impression,husband,'s apparent telepathic impression of wife 's accident John Esam and Crete Apparent transfer of a thought An
560,and is addressed to 'Dear Vernon Watkins The letter is responding to Watkins correspondence on the death of her,husband,Edwin Muir She writes that the letter 'will be a comfort to me later when Edwin 's presence
561,to 'My Dear Mrs Pleadwell signed Audrey Crichton-Browne 'Crindau Dumfries 28 August 1934 Refers to how Mrs. Pleadwell 's,husband,'is laid low with bronchitis 2 x envelopes One addressed To await arrival Mrs Pleadwell The Station Hotel
562,Bass female quartet by Hugh S. Roberton London Curwen c 1917 'In Hebrid Seas'/'Heman Dubh 'By kind permission of,Mrs,Marjory Kennedy-Fraser arranged by anonymous possibly Granville Bantock s.l undated 'Chanty Steamers Three 'Dedicated to the Boys and
563,at E.M.E.S Edinburgh Musical Education Society lecture manuscripts 'Tschaikowsky I.S.M. 1901 lecture manuscript 'Programme of First Recital – Mozart,Mrs,Kennedy Fraser 's Lecture Recitals 28 October 1905 recital programme appended.Part 4 'Scarlatti to Glück lecture manuscript 'Weber
564,'Nach bronach leibh mise 'Bana Ban Love of Fishing nets Re mode 'Mrs McInnes Barra Uist 'Miss McNeill 'Talandh,Mrs,McInnes 'Mrs McInnes Love song Na bi dùil agad a Mhàiri ... 'Mo nighean chollin Dunn 'Eriska Song
565,McInnes 'Mrs McInnes Love song Na bi dùil agad a Mhàiri ... 'Mo nighean chollin Dunn 'Eriska Song from,Mrs,McInnes Gur mula dach gur cianail an Eriska am bhadhun 'Lullaby from Mary bheag Erisgay 'Miss MacNeil –
566,MacNeil – Eriskay An Nighean Dubh 'The Short Apron 'Mrs Mc Donald Milking Song 'Talamh Chriòst Lullaby to Christ,Mrs,McInnes Father Allan 's favourite 'Soraidh Mrs McInnes version A father 's song to his boys from war
567,Short Apron 'Mrs Mc Donald Milking Song 'Talamh Chriòst Lullaby to Christ Mrs McInnes Father Allan 's favourite 'Soraidh,Mrs,McInnes version A father 's song to his boys from war Sailing John Campbell P.O Erisgay S e
568,war Sailing John Campbell P.O Erisgay S e gillean mo run a thogail ... 'For praise of Scotch soldiers,Mrs,McDonald S. South Uist 'Lullaby '' S milis mor Lament 'Rowing song 'Mary McInnes 'It 's more than
569,song And o Peggy Young 'Love song William Ross to his sweetheart 'more from Old John 'Fairy Song 'Skye,Mrs,Mathison – 22 h Largo Skye Talamh 'Lullaby 'Waulking Song from A. Maclean 'Air comp compiled by Arch
570,Talamh 'Lullaby 'Waulking Song from A. Maclean 'Air comp compiled by Arch Archibald Maclean 's Father Raasay 'Waulking Song,Mrs,Macdougall Lochmaddy 'Mrs Macdougall Lochmaddy 'S gur tu mo nighean donn bhòidheach A Lament for drowned brothers 'Mrs
571,me away out on the ... 'Barra Bard Lament on Two Young Men 'Lady Bheag Lullaby 'Waulking Song Donald,Mrs,McInnes 'An Erisca song 'Mo Leannan 'Dh'falbh mo Leannan fhein 'Hebridean Air with major Minor 3rd 'Ho mo
572,Brunish Barra Man 's Lament on his wife 's death 19 Aug. August 07 ... of Barra 's Galley,Mrs,Cameron 's Version 'Ye Highlands and Ye Lowlands arranged by Marjory Kennedy-Fraser printed 'Caristiona – Eigg A Mhor
573,Peggie am bhan Lewis Song Joan Stuart Stornoway 'McNeill 's Galley Latha dhomh 's mi Beinn a Cheathaich from,Mrs,Cameron 'Mingulay Song 'Moladh na Bhata Mrs Macdonald S. Uist 'Milking Song 'Lewis Song 'Mingulay Woman Man lost
574,Stornoway 'McNeill 's Galley Latha dhomh 's mi Beinn a Cheathaich from Mrs Cameron 'Mingulay Song 'Moladh na Bhata,Mrs,Macdonald S. Uist 'Milking Song 'Lewis Song 'Mingulay Woman Man lost on hills takes shelter in sheiling 'McCauley
575,on hills takes shelter in sheiling 'McCauley of Barra Turus an airidh 'The Rival Bardesses of Uist Barra pentatonic,Mrs,Maclean Ann Gilles born in Barra 'March The Barren Rocks of Aden in ink unknown hand 'Road to
576,on a boat going down the men drowned Archie Love song Skye Fisher 'Dandling song Father Allan 's Hugoryano,Mrs,O'Henly Drinking Song 'Syncopated rythm Mrs O'Henly 'Mrs Langley Paterson Building Gaelic Songs Cole Back Lewis 'Fith mi
577,men drowned Archie Love song Skye Fisher 'Dandling song Father Allan 's Hugoryano Mrs O'Henly Drinking Song 'Syncopated rythm,Mrs,O'Henly 'Mrs Langley Paterson Building Gaelic Songs Cole Back Lewis 'Fith mi O 'Gur Milis Morag 'Ghille dubh
578,'Fith mi O 'Gur Milis Morag 'Ghille dubh ca treig mi Barra version Macneill 'Sung at Skallary by old,Mrs,Macdonald Fairy Song lamenting Words Wanted Mrs Cameron Mrs Maclean have words 'Miss McNeill – I `` Thug
579,dubh ca treig mi Barra version Macneill 'Sung at Skallary by old Mrs Macdonald Fairy Song lamenting Words Wanted,Mrs,Cameron Mrs Maclean have words 'Miss McNeill – I `` Thug mi n oidche Words McKenzies II Mrs
580,treig mi Barra version Macneill 'Sung at Skallary by old Mrs Macdonald Fairy Song lamenting Words Wanted Mrs Cameron,Mrs,Maclean have words 'Miss McNeill – I `` Thug mi n oidche Words McKenzies II Mrs McInnes 'Boys
581,Wanted Mrs Cameron Mrs Maclean have words 'Miss McNeill – I `` Thug mi n oidche Words McKenzies II,Mrs,McInnes 'Boys chant story of the crucifixion Duinneag New Years chant Mrs McInnes from her mother 7 Rhythm
582,Thug mi n oidche Words McKenzies II Mrs McInnes 'Boys chant story of the crucifixion Duinneag New Years chant,Mrs,McInnes from her mother 7 Rhythm 'Milking Song from Peggy MacDonald S. Uist 'Ghille Dubh ca treig mi
583,'Waulking Songs from Benbecula Father Macmillan 8 Aug. August 1911 'Waulking at the Glen 3 August 1911 'Seal-Woman 's,Mrs,Catriona Campbell 'At Skallary with Mrs Maclean an old body called Mrs Macdonald I think Sung me this
584,8 Aug. August 1911 'Waulking at the Glen 3 August 1911 'Seal-Woman 's Mrs Catriona Campbell 'At Skallary with,Mrs,Maclean an old body called Mrs Macdonald I think Sung me this song about the wreck of a
585,the Glen 3 August 1911 'Seal-Woman 's Mrs Catriona Campbell 'At Skallary with Mrs Maclean an old body called,Mrs,Macdonald I think Sung me this song about the wreck of a six-oared galley ... Words wanted Mrs
586,called Mrs Macdonald I think Sung me this song about the wreck of a six-oared galley ... Words wanted,Mrs,Cameron Mrs Maclean have words 'Isabell Eigg Labour Song 'Waulking 'Milking Song Oran Buaile 'Dandling Song Father Allans
587,prices of works by and about ScottSheaf indexes of parodies of Scott dramas about Scott Scott proofs and MSS,Ms,materials about Scott and works dedicated or addressed to ScottTranscripts of poems about ScottSheaf index listing letters from
588,on English Literature and Divinity being English Literature Evaluation criticism and Dr. Johnson Dogmatics Kierkegaard Divinity New Testament and,Ms,and ts notes of Torrance and Baillie lectures on ... Japanese religions Christian doctrine of the World Dogmatics
589,namely concerto for oboe and strings C. P. E. Bach parts copied by S. T. M. Newman from autograph,Ms,folder of music and music on photographic paper Sidney Thomas Mayow Newman was born 4 March 1906 He
590,E67/28.Text on archive envelope KENNEDY-FRASER D. 12135-38 D.12145-53 D. 18377 D. 20276 1 Music MS. manuscripts and printed with,Ms,manuscripts noted from M.K.F 's Marjory Kennedy-Fraser 's library presented by Mrs Patuffa Hood 1955 2 Also further
591,Muhammad bin Ahmad Ba Kathir a Hadrami text from the late-19th century early-20th century photographic copy of Arabic manuscript,Ms,3317 in the Chester Beatty Library and several extensive copied Arabic manuscript items.Facsimile pages of Arabic work K.
592,a copy ofThe seventh facultyby James L. Whitehead a piece about the University Union written in 1957 and a,Ms,letter Robert Sutherland W.S was born in 1926 After some years in Stornoway and then in Essex his
593,sold on 30 June 2006 which was 34-years after the building was closed as a church Coll-1140 Church history,Ms,on paper and The inventory includes mention of John Kennedy of Blairquhan and his chapel at St. Ninian
594,for the main statement the 'substitution view which is the central chapter and the main bulk of the unedited,Ms,disks containing text of the 'Thought book' disks containing text of the 'God book Timothy Lauro Squire Sprigge
595,Mr. Lumisden he is aware of Aitken 's 'willingness to suggest a few amendments and additions to the Lyrical,Ms,Lyle has heard much about 'Mr Aitken 's abilities from Glasgow friends and would regard 'any little assistance
596,on fifteeners incunabula It goes on to mention how there 'is no photograph or other illustration of the Laing,Ms,of the Philobiblon that I know of Aldis has also enclosed a rubbing of the binding ... It
597,a London firm of booksellers Duff goes on to say that the book in the second portrait 'is a,Ms,of the Philobiblon which 'is now in the University Library Cambridge The letter was placed inside a copy
598,titled On Horner 's Method of Solving Equations from A de Morgan 's Elements of Arithmetic Extracts from an,Ms,by A C Aitken regarding matrices with Thomson 's notes Notes on Matrices Bilinear Quadratic and Hermitian forms
599,Antiquarian Book Monthly Review 'The Mysterious Montague Summers Documents relating to research on the Darien Scheme File entitled 'Miscellaneous,Ms,and 8 articles contained within a manuscript bookMr Locke 's disputes with the Bishop of WorcesterOn Enthusiasm and
600,Hampden to 'my dear Charles and Sixteen manuscripts and letters fifteen in English and one in French including French,Ms,titled Heretic Bishops Evesques Heretiques notes on condemnation of Arianism at the Council of Nicea.Letter to W Wallace
601,documents and manuscripts some English from Norfolk and one in Italian.Letter from Lucrezia Borgia to Cardinal Bembo copy of,Ms,from Biblioteca Imbrosiana Date of original c. 1500.4th April 1598 note of a shipment from Picardy to Ostend.List
602,and his attempts to capture rebels after the battle NB- difficult to read in parts and File entitled 'Miscellaneous,Ms,containing 15 items such as letters notes accounts certificates Awaiting further listing and This file contaians An account
603,of Architecture University of Liverpool in the 1940s circa 1943-1947 Catalogued by Graeme D. Eddie 06 December 2012 Coll-1396,Ms,documents relating to Sir John Spencer Login and proposing the use of specially constructed litters for battlefield casualties
604,Spencer Login and proposing the use of specially constructed litters for battlefield casualties and The collection is composed of,Ms,memorandum pp.11 titled Field conveyance for the sick and wounded signed J. S. Login and dated 30 June
605,07 December 2012 Coll-1401 Lecture notes of John R. Barclay student 1946-1950 and 2 notebooks which are 1 x,Ms,notes on Meteorology noted on fore-pages with 'John R. Barclay with address in Edinburgh and '1948 The notes
606,address in Edinburgh and '1948 The notes were taken from the lectures of James Paton during 1947-1948 1 x,Ms,notes on Biblical Studies 1950-1951 noted on fore-pages with 'John R. Barclay with address in Edinburgh The notes
607,black and whites although there are other breeds too including beef breeds About 33 bulls per page of the,Ms,volume in single lines giving date name of bull name and address of owner number of collections semen
608,Press in 1969 Initial description by Graeme D. Eddie 25 March 2014 catalogued by Clare Button January 2016 Coll-1462,Ms,letter autograph signed by Violet Jacob and This MS letter addressed to 'Dear Sir was written by Violet
609,25 March 2014 catalogued by Clare Button January 2016 Coll-1462 MS letter autograph signed by Violet Jacob and This,Ms,letter addressed to 'Dear Sir was written by Violet Jacob at Domaine de la Congue Vence in the
