token,count
1834-34,1
1792-1882,1
1797-1878,1
1795-1919,1
1794-1847,1
1793-1875,1
1793-1867,1
1793-1860,1
1793-1849,1
1792-1880,1
1799-1878,1
1792-1871,1
1792-1848,1
1791-1871,1
1791-1868,1
1791-1867,1
1791-1863,1
1791-1862,1
1797-1882,1
18-20,1
1810-1881,1
1806-1866,1
1809-1884,1
1809-1882,1
1809-1870,1
1808-1877,1
1808-1872,1
1808-1859,1
1806-1880,1
1805-1877,1
18-23,1
1804-1892,1
1804-1860,1
1803-1879,1
1802-1874,1
1802-1855,1
1800-1887,1
18/10/1933-September,1
1833-1915,1
1835-1898,1
1900-1989,1
1872-1992,1
1882-1883,1
1881-1883,1
1880-1892,1
1878-1880,1
1874-1886,1
1873-74,1
1873-1874,1
1870-1949,1
1883-1922,1
1870-1896,1
1870-1,1
1869-1939,1
1869-1878,1
1868-1949,1
1868-1870,1
1867-1951,1
1882-85,1
1884-1893,1
1866-,1
1894-1938,1
19/12/1934-10/7/1935,1
19.L-19.S,1
19-25,1
19-20,1
1896-1956,1
1896-1933,1
1895-1898,1
1893-1904,1
1885-9,1
1892-1917,1
1892-1894,1
1891-1956,1
1889-1901,1
1887-88,1
1886-1927,1
1886-1896,1
1867-1941,1
1865-1936,1
1836-1842,1
1840-1900,1
1845-Feb,1
1845-1923,1
1845-1916,1
1843-1929,1
1842-Nov,1
1840-1938,1
1840-1919,1
1838-42,1
1847-April,1
1837-July,1
1837-1932,1
1837-1893,1
1837-1892,1
1836-1925,1
1836-1917,1
1836-1902,1
1846-1886,1
1848-1923,1
1864-65,1
1859-1860,1
1862-Jul,1
1862-1865,1
1861-1941,1
1860-64,1
1860-1915,1
1860-1865,1
1859-1872,1
1855-1998_,1
1849-1919,1
1855-1926,1
1854-1935,1
1854-1859,1
1853-1930,1
1853-1923,1
1852-1936,1
1850s-1860s,1
1974-5,1
1975-1996,1
6-8,1
1976-1977,1
27-42,1
27-35,1
26-58,1
26-39,1
26-38,1
26-31,1
26-29,1
26-28,1
26-27,1
25-storey,1
25-28,1
25-26,1
24710021-SS-010,1
24-39,1
24-30,1
24-29,1
24-27,1
28-32,1
28-34,1
28-37,1
2E2-3,1
3/3/1950-26/5/1950,1
3/12/1959-13/4/1960,1
3.1-3.10,1
3-Day,1
3-13,1
3-10,1
3-,1
29/11/1939-6/12/1939,1
28-41,1
29-44,1
29-41,1
29-35,1
29-30,1
29-29,1
28/1/1959-14/4/1959,1
28-day,1
24-25,1
23-35,1
23-30,1
2022-08-09-002,1
2022-08-09-011,1
2022-08-09-008,1
2022-08-09-007,1
2022-08-09-006,1
2022-08-09-005,1
2022-08-09-004,1
2022-08-09-003,1
2022-08-09-001,1
2022-08-09-013,1
2022-01-02-002,1
2018-2020,1
2014-2016,1
2013-2014,1
2012-2012,1
2012-13,1
2012-,1
2022-08-09-012,1
2022-08-09-015,1
23-26,1
22-22,1
23-24,1
2200-seat,1
22/3/1930-13/4/1930,1
22-42,1
22-30,1
22-28,1
22-23,1
21/5/1954-30/9/1955,1
2022-08-09-016,1
21-24,1
21-23,1
21-,1
209-226,1
2022-08-17-004,1
2022-08-09-09,1
2022-08-09-017,1
30-31,1
30-32,1
30-38,1
470-471,1
5-15,1
48-55,1
48-50,1
48-49,1
4750-L7,1
4750-GL,1
4750-AZ,1
47-50,1
5-30,1
47-49,1
4480-PPBEIC,1
44-year,1
44-54,1
44-46,1
44-45,1
43-47,1
5-1603,1
5.1-5.6,1
413-415,1
525-ca,1
598-900,1
59-73,1
57-60,1
57-59,1
55-61,1
54-73,1
54-55,1
52-60,1
5/4/1952-31/5/1952,1
52-56,1
51-54,1
5000-5100,1
50-60,1
50-55,1
50-51,1
50-50,1
417-432,1
41-58,1
31-36,1
340-seat,1
36-43,1
36-39,1
35-49,1
35-40,1
35-39,1
347-354,1
342-347,1
34-40,1
3629/L-V40,1
333-39,1
33-37,1
33-34,1
32-36,1
311-323,1
31/3/1951-,1
31-40,1
36-49,1
37-38,1
41-48,1
4-1634,1
41-44,1
400th,1
40-45,1
40-132,1
4-29,1
4-27,1
4-17,1
4-14,1
37-44,1
4-10,1
39-46,1
39-44,1
39-41,1
38-48,1
370-374,1
37-storey,1
2011-12,1
2010-2016,1
2010-2013,1
1989-1996,1
1991-2003,1
1990-91,1
1990-2014,1
1990-2010,1
1990-1996,1
1990-1993,1
1989-1997,1
1988-9,1
1991-2007,1
1988-2004,1
1988-1995,1
1988-1991,1
1988-1990,1
1987-88,1
1987-2001,1
1987-1999,1
1991-2004,1
1991-2010,1
1987-1989,1
1993-2004,1
1995-1999,1
1995-1998,1
1995-,1
1994-95,1
1994-5,1
1993-4,1
1993-2006,1
1993-2003,1
1991-92,1
1993-1999,1
1992-June,1
1992-July,1
1992-93,1
1992-2003,1
1992-1999,1
1992-1997,1
1987-1994,1
1986-2008,1
1995-2006,1
1979-1982,1
1981-1983,1
1980-2007,1
1980-1996,1
1980-1994,1
1980-1983,1
1979-80,1
1979-2009,1
1978-1994,1
1981-1991,1
1978-1989,1
1978-1988,1
1978-1984,1
1977-1981,1
1977-1978,1
1976-2011,1
1976-1979,1
1981-1984,1
1981-1994,1
1986-1999,1
1984-,1
1985-8,1
1985-1992,1
1985-1991,1
1985-1989,1
1984-85,1
1984-5,1
1984-2009,1
1983-1993,1
1981-1995,1
1983-1987,1
1982-2002,1
1982-1986,1
1982-1985,1
1982-1984,1
1981-83,1
1981-82,1
1995-2003,1
1995-2007,1
2010-2011,1
2003-04,1
2004-2009,1
2004-06,1
2004-05,1
2004-,1
2003-4,1
2003-2008,1
2003-2003,1
2002-3,1
2004-2014,1
2002-2010,1
2002-05,1
2002-,1
2001-2016,1
2001-2013,1
2001-2011,1
2001-2009,1
2004-2012,1
2004-5,1
2001-2006,1
2008-2013,1
2010-13,1
2010-11,1
200th,1
2009-2016,1
2009-2015,1
2009-10,1
2008-9,1
2008-2011,1
2005-6,1
2007-March,1
2007-8,1
2007-08,1
2007-,1
2006-7,1
2006-08,1
2006-07,1
2001-2007,1
2001-02,1
1995-2010,1
1997-99,1
1999-2003,1
1999-2002,1
1999-2000,1
1998-May,1
1998-2003,1
1997-December,1
1997-April,1
1997-8,1
1999-2007,1
1996-April,1
1996-2010,1
1996-2003,1
1995-March,1
1995-January,1
1995-August,1
1995-97,1
1999-2004,1
1999-2008,1
2000-2099,1
20-23/3/1918,1
2000-2016,1
2000-2012,1
2000-2010s,1
2000-2009,1
2000-2008,1
20/11/1937-23/4/1949,1
20-30,1
20-23/03/18,1
1st,1
20-23,1
2.0-2.5,1
2-storey,1
2-9,1
2-3,1
2-19,1
2-14,1
1791-1793,1
1788-1874,1
1786-1792,1
1785-1860,1
"""'confidential""",1
"""'colloquium""",1
"""'choicest""",1
"""'chaotic""",1
"""'changeable""",1
"""'buglife""",1
"""'brilliant""",1
"""'beef""",1
"""'beeb""",1
"""'beautiful""",1
"""'bad""",1
"""'baby""",1
"""'at""",1
"""'asian""",1
"""'appy""",1
"""'an""",1
"""'all""",1
"""'counter-revolutionary""",1
"""'courageous""",1
"""'crescent""",1
"""'detailed""",1
"""'enfant""",1
"""'enclosed""",1
"""'eco""",1
"""'easy""",1
"""'eastern""",1
"""'dynamic""",1
"""'diary""",1
"""'detail""",1
"""'curious""",1
"""'despair""",1
"""'deepest""",1
"""'dear""",1
"""'dead""",1
"""'daughter""",1
"""'daily""",1
"""'current""",1
"""'aero-navigation""",1
"""'additional""",1
"""'Wish""",1
"""'Smokefree""",1
"""'TV-am""",1
"""'T-shirt""",1
"""'Sundial""",1
"""'Student""",1
"""'Story""",1
"""'Steep""",1
"""'Spontaneous""",1
"""'Six""",1
"""'Tallest""",1
"""'Sindy'-style""",1
"""'Sex""",1
"""'Senior""",1
"""'Selected""",1
"""'Secretary""",1
"""'Sean""",1
"""'Scottish""",1
"""'Tall""",1
"""'Ted""",1
"""'West""",1
"""'Twelfth""",1
"""'Wessex""",1
"""'Weekly""",1
"""'Water-Borne""",1
"""'Voyage""",1
"""'Unbuilt""",1
"""'Two""",1
"""'Twelve""",1
"""'Tristraine""",1
"""'Terminal""",1
"""'Trevelyan""",1
"""'Tree""",1
"""'Train""",1
"""'Topographical""",1
"""'Top""",1
"""'Three""",1
"""'Thirteen""",1
"""'exorbitant""",1
"""'explanatory""",1
"""'fairly""",1
"""'one""",1
"""'postal""",1
"""'portable""",1
"""'pompous""",1
"""'political""",1
"""'perilous""",1
"""'perfect""",1
"""'patriotic""",1
"""'now""",1
"""'pre-historic""",1
"""'not""",1
"""'non-registered""",1
"""'noble""",1
"""'new""",1
"""'nearer""",1
"""'natural""",1
"""'nasty""",1
"""'potential""",1
"""'pre-theatre""",1
"""'more""",1
"""'sketch""",1
"""'still""",1
"""'stead""",1
"""'spudless""",1
"""'splendid""",1
"""'some""",1
"""'solar""",1
"""'small""",1
"""'sexual""",1
"""'precedent""",1
"""'serial""",1
"""'self-sufficing""",1
"""'rusticated""",1
"""'rough""",1
"""'pub""",1
"""'proletarian""",1
"""'press""",1
"""'my""",1
"""'moral""",1
"""'familiar""",1
"""'guide""",1
"""'information""",1
"""'ind""",1
"""'impossible""",1
"""'huge""",1
"""'heavy""",1
"""'heartiest""",1
"""'heart""",1
"""'glossary""",1
"""'instructional""",1
"""'glorious""",1
"""'further""",1
"""'funny""",1
"""'free""",1
"""'five""",1
"""'final""",1
"""'favourite""",1
"""'initial""",1
"""'interest""",1
"""'monthly""",1
"""'lowest""",1
"""'misinformed""",1
"""'mid""",1
"""'meritorious""",1
"""'mental""",1
"""'meek""",1
"""'meanwhile""",1
"""'magnificent""",1
"""'low""",1
"""'keep""",1
"""'lost""",1
"""'literary""",1
"""'liberal""",1
"""'late""",1
"""'knee""",1
"""'kind""",1
"""'key""",1
"""'Scandinavian""",1
"""'Saturday""",1
"""'Sad""",1
"""'Ecclesiastical""",1
"""'Evangelical""",1
"""'Esher""",1
"""'Erica""",1
"""'English""",1
"""'Eighteen""",1
"""'Editorial""",1
"""'Edinburgh""",1
"""'Earnest""",1
"""'Exeter""",1
"""'ECC""",1
"""'Durham""",1
"""'Durable""",1
"""'Downriver""",1
"""'Double""",1
"""'Divisional""",1
"""'Design""",1
"""'Ex-Journal""",1
"""'Experimental""",1
"""'Deeper""",1
"""'Friend""",1
"""'Greek""",1
"""'Grandfather""",1
"""'Glashaus""",1
"""'Giant""",1
"""'General""",1
"""'Gay""",1
"""'GCSE""",1
"""'French""",1
"""'External""",1
"""'Forth""",1
"""'Formerly""",1
"""'Flag""",1
"""'Firestarter""",1
"""'Financial""",1
"""'Fifteen""",1
"""'Fantastic""",1
"""'Desert""",1
"""'Dearest""",1
"""'Happiness""",1
"""'Antimicrobial""",1
"""'Betty""",1
"""'Better""",1
"""'Bent""",1
"""'Bad""",1
"""'August""",1
"""'At""",1
"""'Art-Work""",1
"""'Anti-German-""",1
"""'Big""",1
"""'Anglo-Sikh""",1
"""'Ancient""",1
"""'Alternative""",1
"""'Agricultural""",1
"""'Abyssinian""",1
"""'ARCHI-TETES""",1
"""'9th""",1
"""'Bible""",1
"""'Blank""",1
"""'Current""",1
"""'Cadet""",1
"""'Crafty""",1
"""'Coquet-side""",1
"""'Consorting…""",1
"""'Collaborative""",1
"""'Classical""",1
"""'Central""",1
"""'Carribean""",1
"""'CHE""",1
"""'Bluewater""",1
"""'Build""",1
"""'Budapest""",1
"""'Brother""",1
"""'Bright""",1
"""'Boundary""",1
"""'Borrowlow""",1
"""'Border""",1
"""'Greenery""",1
"""'Happy""",1
"""'Royal""",1
"""'Occupational""",1
"""'Party""",1
"""'Oral""",1
"""'Opera""",1
"""'Open""",1
"""'Office""",1
"""'Of""",1
"""'Ocean""",1
"""'Norwegian""",1
"""'Pete""",1
"""'North""",1
"""'Non-Medical""",1
"""'No""",1
"""'Nkhondo""",1
"""'Navy""",1
"""'Natural""",1
"""'Nanny""",1
"""'Personal""",1
"""'Physical""",1
"""'Mrs""",1
"""'Rail""",1
"""'Roman""",1
"""'Robert""",1
"""'Right""",1
"""'Religio""",1
"""'Reject""",1
"""'Red""",1
"""'Reb""",1
"""'Radical""",1
"""'Pier""",1
"""'Queen""",1
"""'Project""",1
"""'Profile""",1
"""'Press""",1
"""'Pragmatic""",1
"""'Post-modern""",1
"""'Post-Modern""",1
"""'Murray""",1
"""'Mr""",1
"""'Harriet""",1
"""'Infectious""",1
"""'Jubilee""",1
"""'Jarrow""",1
"""'Japanese""",1
"""'Jamaican""",1
"""'Internal""",1
"""'Innocent""",1
"""'Initial""",1
"""'Indecent""",1
"""'Know""",1
"""'Inadmissable""",1
"""'Imperial""",1
"""'Home""",1
"""'Holiday""",1
"""'High""",1
"""'Her""",1
"""'Heatonian""",1
"""'Junior""",1
"""'Lady""",1
"""'Mother""",1
"""'Medway""",1
"""'Moonan/The""",1
"""'Montagu""",1
"""'Monday""",1
"""'Monarch""",1
"""'Miss""",1
"""'Miscellaneous""",1
"""'Midshapman""",1
"""'Martyrs""",1
"""'Leadership""",1
"""'Malawian""",1
"""'Lunch""",1
"""'Loose""",1
"""'Local""",1
"""'Liberal""",1
"""'Lesbian""",1
"""'Les""",1
"""'strut""",1
"""'successful""",1
"""'summarised""",1
1600-1699,1
1614-1672,1
1611-1678,1
1609-1674,1
1603-1660,1
1602-1680,1
1601-1700,1
1600-1820,1
16-month,1
1617-1680,1
15th-16th,1
1597-1677,1
1595-1645,1
1593-1674,1
1592-1631,1
1590-96,1
1587-1626,1
1616-1680,1
1626-1659,1
1584-1659,1
1638-1700,1
1655-1734,1
1652-2004,1
1649-1734,1
1649-1713,1
1647-1685,1
1644-1713,1
1640-1711,1
1638-1686,1
1627-1691,1
1637-1709,1
1635-1703,1
1632-1723,1
1631-1691,1
1630-1684,1
1629-1699,1
1628-1694,1
1586-88,1
1578-1625,1
1658-1742,1
1483-1529,1
1500-1555,1
15-19,1
1499-1569,1
1498-1552.,1
1490-1553,1
1489-1550,1
1488-1523,1
1478-1553,1
1501-1640,1
1471-1528,1
1460-ca,1
1454-1485,1
1452-1519,1
144-145,1
1428-1524,1
14-7-2016,1
1500-1558,1
1504-ca,1
157-173,1
1533-1619,1
1569-1574.,1
1561-1589,1
1552-1616.,1
1550-ca,1
1545-1612,1
1538-1621,1
1538-1616,1
1532-1601,1
1511-1911,1
1531-1598,1
1530-1606,1
1525-,1
1523-1562,1
1518-1574,1
1515-1544,1
1514-1564,1
1655-1737,1
1668-1738,1
138-146,1
176-195,1
1767-1788,1
1766-1842,1
1764-1846,1
1764-1845,1
1764-1831,1
1762-1832,1
1762-1810,1
1759-1848,1
1771-1860,1
1758-,1
1757-1811,1
1755-1821,1
1753-1828,1
1752-1815,1
1751-1835,1
1750-1827,1
1769-1832,1
1773-1810,1
1745-1831,1
1780-1855,1
1784-1839,1
1783-1862,1
1782-1875,1
1782-1869,1
1782-1857,1
1781-1826.,1
1781-1826,1
1779-1849,1
1773-1843,1
1778-1851,1
1778-1821,1
1777-1832,1
1776-1859,1
1776-1836,1
1775-76,1
1775-1862,1
1749-1823,1
1740-1815,1
1668-1738.,1
17-18th,1
1707-10,1
1704-1761,1
1700-1917,1
1700-1799,1
1700-1772,1
17-ca,1
17-24,1
17-18,1
1709-1751,1
16th,1
1697-1770.,1
1692-1768,1
1688-1756,1
1684-5,1
1681-1737,1
1669-1767,1
1708-1777,1
171-191,1
1740-1802,1
1726-1790,1
1738-1807,1
1733-1817,1
1731-1804,1
1730-1799,1
1729-1799,1
1728-1799,1
1726-1795,1
1722-1809.,1
1710-1784,1
172-181,1
172-175,1
1718-1783,1
1714-1766,1
1712-1780,1
1710-1801,1
1710-1790,1
1380-1956,1
1364-3112,1
"""'tall""",1
0-2,1
0-TF-GA-06o103,1
0-TF-GA-06o102,1
0-TF-GA-06o101,1
0-TF-ELV-05o053,1
0-TF-ELV-05o052,1
0-TF-ELV-05o051,1
0-TF-ELV-05o050,1
0-12,1
0-TF-GA-06o105,1
/M,1
/HF3A-C,1
/A20,1
/60,1
/6/00,1
/50-90,1
/016,1
0-TF-GA-06o104,1
0-TF-GA-06o106,1
....,1
0-TF-GA-06o117,1
0-TF-GA-06o127,1
0-TF-GA-06o126,1
0-TF-GA-06o125,1
0-TF-GA-06o124,1
0-TF-GA-06o123,1
0-TF-GA-06o119,1
0-TF-GA-06o118,1
0-TF-GA-06o116,1
0-TF-GA-06o107,1
0-TF-GA-06o115,1
0-TF-GA-06o114,1
0-TF-GA-06o113,1
0-TF-GA-06o112,1
0-TF-GA-06o111,1
0-TF-GA-06o109,1
0-TF-GA-06o108,1
//www.ncl.ac.uk/webtemplate/libraryassets/external/special-collections-guide/handlists/plowden_b_external_publications_index.pdf,1
-SK013,1
0-TF-SEC-05o071,1
"""'truly""",1
"""'white""",1
"""'war-time""",1
"""'visual""",1
"""'victorious""",1
"""'various""",1
"""'urban""",1
"""'unladylike""",1
"""'trifle""",1
"""'wrong-un""",1
"""'trench""",1
"""'transient""",1
"""'touch""",1
"""'top""",1
"""'toilet""",1
"""'thoroughly""",1
"""'thin""",1
"""'with""",1
"""'year""",1
-SK010,1
-05,1
-SK006,1
-SK002,1
-Miscellaneous,1
-External,1
-273-15,1
-1608,1
-155,1
-016,1
"""Russia'-""",1
-012,1
-007,1
-001,1
"""l'antiquité""",1
"""d'eu""",1
"""d'accoucher""",1
"""a'Red""",1
0-TF-SEC-05o070,1
0-TF-SEC-05o072,1
1364-0002,1
10-20,1
108-114,1
107-117,1
107-110,1
106-127,1
102-113,1
100-101,1
10.00-24.00,1
10-19,1
11-13,1
10-126,1
10-10,1
1-38,1
1-22,1
1-17,1
1-12,1
1-00,1
11-,1
11-16,1
08463-03,1
120-123,1
135-144,1
133-50,1
1300-1368,1
12th,1
128-132,1
120-seat,1
120-place,1
12.L-12.S,1
11-19,1
12-24,1
12-23,1
12-18,1
12-14,1
1175-ca,1
11/10/1939-29/11/1939,1
11-61,1
1-,1
08.01-08.08,1
0-TF-SEC-05o073,1
005-025,1
02.01-02.05,1
02-05,1
016-L1,1
016-D1,1
013-L02,1
01.01-01.05,1
01-08,1
002-003,1
023-L03,1
00065-001A,1
00-05,1
00-01,1
0-TF-SEC-05o078,1
0-TF-SEC-05o077,1
0-TF-SEC-05o075,1
0-TF-SEC-05o074,1
021-D4/D5,1
023-L11,1
08-31,1
052-L12,1
08-21,1
08-14-,1
07.01-07.07,1
062-001,1
06.01-06.03,1
057-109,1
057-102,1
050-050,1
027-L10,1
05-16,1
05-14,1
05-11,1
05-06,1
04-05,1
028-X3,1
028-X1,1
6-11,1
60-64,1
fluent,1
cleistogamic,1
bedside,1
become,1
beaten,1
bdplus,1
bay,1
baroque,1
barer-surgeon/barber,1
barber-surgeon,1
barbarian,1
baptismal,1
bald,1
balcony,1
balance,1
backstage,1
axonometrics,1
axiometric,1
awd-fashund,1
behalf,1
belles,1
beloved,1
biomolecular,1
blurb,1
blonde,1
block,1
blind,1
black-faced,1
bite,1
bisexual,1
biliary,1
beneficial,1
big-game,1
bicentenary,1
bible,1
bhakti,1
bewtiful,1
better-known,1
best-selling,1
away,1
awareness,1
award,1
artist-led,1
astronomy,1
asks,1
asian,1
ascorbic,1
ascetic,1
artworks,1
artististic,1
artificiosiss,1
atomic,1
article/give,1
arterial,1
artefact,1
arsenic,1
armistice,1
armament,1
arm-in-arm,1
athletic,1
atrium,1
avian,1
author,1
avec,1
avant-garde,1
auxilliary,1
automated,1
autographs,1
authoritative,1
authoritarian,1
authentic,1
atrium-based,1
aural,1
auditorium,1
audio-visual,1
attributable,1
attic,1
attentive,1
attended,1
boarded-out,1
body,1
book-keeping,1
carpark,1
chain-making,1
censored,1
cemetary,1
celtic,1
caustic,1
castle,1
cashflow,1
carious,1
chamber,1
careless,1
careful,1
cardinal,1
cardboard,1
card,1
carbon-based,1
carbon,1
challenging,1
chapel,1
captive,1
chromosomal,1
clear-spanned,1
clay-tiled,1
classified,1
clad,1
city-centre,1
cite,1
churchyard,1
christlicher,1
chemical,1
chirurgis,1
children-,1
child-rearing,1
child-prodigy,1
chiefly,1
chest,1
chequered,1
car-parking,1
captioned,1
borstal,1
braver,1
brownfield,1
broadside,1
broadest,1
brises-soleil,1
"""'30""",1
briefing,1
break-out,1
bracing,1
build,1
boys,1
boy,1
box-like,1
bowstring,1
bovine,1
bottom,1
bottled,1
brush,1
built,1
capital,1
c.1905,1
capable,1
canopy,1
canary,1
canal,1
calm,1
call,1
cafeterias,1
c.1850-1881,1
built-up,1
c.1810-1875,1
c-4,1
c,1
byThe,1
by-election,1
bus,1
bun-fight,1
ariel,1
archived,1
archival,1
_from_,1
abundant,1
abrupt,1
abgestanden,1
abdomino-perineal,1
abdomical,1
ab,1
a-n.,1
_To,1
acceptable,1
_This,1
_Selected,1
_Root,1
_Post-Holiday,1
_On,1
_Mortal,1
_John,1
accent,1
accessibility,1
_Five,1
act,1
adjoining,1
adequate,1
adenoid,1
addressed,1
addictive,1
adaptive,1
ad-hoc,1
acrostic,1
accident,1
acknowledged,1
acid,1
acetic,1
accused,1
accumulated,1
account-keeping,1
accouch,1
_Global,1
_Cloud,1
admiral,1
Warrant,1
Welsh-only,1
Welsh-language,1
Website,1
Watlington-,1
Waterloo,1
Water-colour,1
Watchmanual,1
WSP,1
West,1
WPCS-27,1
WIL/2/5-9,1
Vital,1
Visiting,1
Virtual,1
Vietnamese,1
Vice-President,1
Welsh-speaking,1
West-Indies,1
_Below,1
Works,1
Zhi-Yuan,1
Xeroxed,1
XVIIth,1
Wynne-Jones,1
Wrong,1
World-Wide_,1
Workstage,1
Wooden-legged,1
Whig,1
Wood-Griffiths,1
Witness,1
Wireless,1
Wilderness/Just,1
Whole,1
Whitetiled,1
Whitehall,1
adjutant-general,1
adolescent,1
archetypal,1
animale,1
anthropological,1
anthology,1
anthem,1
ante-natal,1
ante,1
anodised,1
annnotated,1
angular,1
anti-Soviet,1
angina,1
angel,1
aneurysm,1
anecdotal,1
ancilliary,1
anci,1
analytical,1
anti-Catholic,1
anti-air,1
anaesthetist,1
apd,1
archaic,1
archaeology,1
arch,1
arcadia,1
applicant,1
applicable,1
apologetic,1
antisceptic,1
anti-apartheid,1
antibiotic,1
anti-vivisection,1
anti-urban,1
anti-suffragist,1
anti-smoking,1
anti-nuclear,1
anti-cancer,1
analogicum,1
anaesthestetic,1
adrian,1
agenda,1
aisle,1
aircraft,1
airborne,1
air-raids,1
agricultaral,1
agreeable,1
agrarian,1
affectionate,1
albumen,1
affectibvs,1
aedibus,1
advert,1
adventitious,1
advantageous,1
advancement,1
adult,1
al,1
ale,1
an-ongoing,1
amazing,1
an-er-er,1
amusing,1
amplement,1
amongt,1
ammended,1
amenable,1
ambivalent,1
aluminium,1
alert,1
aloud,1
alms,1
almanacs,1
allied,1
aliíque,1
aliquot,1
algebra,1
clearer,1
cliff,1
60-76,1
climatological,1
ephemeral,1
envisaged,1
entrant,1
entered,1
enrichi,1
enough,1
enlightenment,1
engraved,1
engagement,1
endless,1
endemic,1
endangered,1
encyclopedic,1
encompass,1
encolsed,1
encephalopathy,1
enable,1
ephemeridvm,1
epic,1
epidemiological,1
et,1
evening,1
euthanasia,1
etiam,1
ethyl,1
ethos,1
ethnographical,1
etc.,1
esterne,1
episodic,1
esteemed,1
established,1
essays,1
eröffnete,1
eroded,1
equivalent,1
epistolis,1
emu,1
empirical,1
embryonic,1
dubious,1
eager,1
e,1
duty-free,1
duplicated,1
duplicate,1
duodenal,1
dumb-waiter,1
dub-reggae,1
early-Nineteenth,1
dual,1
drunk,1
drum,1
dropsical,1
drinks,1
dreadful,1
drama,1
ear,1
early-Twentieth,1
embryo,1
elaborate,1
emblematic,1
emails,1
emailed,1
elephant,1
elementary,1
elegant,1
elected,1
eith,1
easier,1
eight-session,1
ehicular,1
editi,1
eczema,1
eco-park,1
eastbourne,1
easiest,1
evident,1
ex-Highland,1
examined,1
fervent,1
fiftieth,1
fifth-stage,1
fictitious,1
fictious,1
fibrous,1
fewer,1
feu,1
fertile,1
figuris,1
femme,1
feminist,1
felonious,1
federal,1
feasible,1
fearful,1
fault-tolerant,1
fifty-six,1
filaria,1
fascist,1
five-light,1
floow,1
floorlevel,1
floor/roof,1
flipped,1
flimflam,1
fixed-term,1
five-star,1
five-a-day,1
film-related,1
fissured,1
fisica,1
fish-like,1
first-known,1
finding,1
filter,1
filmed,1
fast-track,1
fascia,1
excavated,1
exhibiting,1
extenal,1
extant,1
expressive,1
experiemental,1
existential,1
exiled,1
exhibition,1
exeternal,1
extra-illustrated,1
exempt,1
exemplary,1
exemplari,1
exemplar,1
executive,1
excessive,1
exceptional,1
extinct,1
extra-mural,1
fantastical,1
factum,1
famed,1
false-colour,1
faithful,1
fairness,1
fairer,1
faint,1
faerie,1
factual,1
extracted,1
facsimile,1
f,1
eyesight,1
eye-catching,1
extrodinairy,1
extravagant,1
extraneous,1
drafted,1
down,1
double-height,1
contested,1
convalescent,1
controlled,1
contre,1
contra-flow,1
continuous-tone,1
continental,1
contined,1
contentious,1
converted,1
contenant,1
contect,1
consultative,1
constructed,1
constant,1
connective,1
congratulatroy,1
convenient,1
convinced,1
congenital,1
cough,1
cranii,1
covert,1
covered,1
courtyard,1
courageous,1
county,1
counter,1
cotton-bale,1
copies-Blanche-,1
cost-reduction,1
cost-effective,1
cosmetic,1
correspondent,1
correspond,1
corinthian,1
core,1
congested,1
confounded,1
credited,1
co-wrote,1
collaged,1
coin,1
coded,1
cock-up,1
coal-mining,1
coal-heated,1
coagulable,1
co-publishing,1
collar,1
co-published,1
co-produced,1
co-presented,1
co-founded,1
co-director,1
co-author,1
clipped-together,1
collapsed,1
colour/finish,1
concerns,1
commonly-agreed,1
concentrated,1
computer-generated,1
component,1
compliment,1
competitive,1
competing,1
comparable,1
commerical,1
column-free,1
commended,1
comical,1
comic-style,1
comfortable,1
comercial,1
comedic,1
comedian,1
cranked,1
critique,1
double-curved,1
dictionary,1
disablement,1
directional,1
diptheria,1
dining,1
dimension,1
dignas,1
dietary,1
dictated,1
discrete,1
diagonal,1
diagnostic,1
di,1
determined,1
detective,1
detailled,1
detached,1
disappointed,1
discuss,1
desperate,1
diversionary,1
dot,1
dominant,1
domed,1
dog,1
documented,1
dockfront,1
divisi,1
divergent,1
diseased,1
distrinctive,1
distant,1
disseminate,1
displacement,1
dispersed,1
dispensary,1
disparate,1
destructive,1
desired,1
cross-London,1
cyclical,1
day-,1
das,1
dangerous,1
damaging,1
dal,1
cyrugical,1
cylindrical,1
cutaneous,1
deaths,1
cut-out,1
curative,1
culinary,1
crown,1
crossed,1
cross-section,1
cross-government,1
daylight,1
decentralised,1
designed,1
delivered,1
designated,1
des,1
depth,1
depressed,1
deposited,1
dependable,1
democratic,1
delicate,1
deciduous,1
deliberate,1
delegate,1
delayed,1
definitive,1
definite,1
defensive,1
defence,1
Vicary,1
Vesalian,1
Venetian,1
Variable,1
English-Speaking,1
English-Canadian,1
Engagement,1
Empress,1
Emotional,1
Eminent,1
Elsie,1
Eleventh,1
Eleven,1
Elderly,1
El-bug,1
Eilean,1
Edtiorial,1
Edited,1
Edible,1
Eclectic,1
East,1
English-language,1
English-speaking,1
Enhancement,1
Excellent,1
Fabulous,1
Eye-Baby,1
Extra-ordinary,1
Extensive,1
Explaining,1
Exeternal,1
Exceptional,1
Ex-Queen,1
Ephemeral,1
Evidence-Based,1
European-Kiwi-Scots,1
Ethiopian,1
Estuary,1
Eqyptian,1
Episodic,1
Epileptic,1
ESHE-D-A0,1
ERDF,1
ENO,1
DC-WD-28,1
Degree,1
Decorative,1
Decisive,1
December/January,1
Debatable,1
De-Iced,1
Dark,1
DC-WD-09,1
Demolished,1
DC-WD-05,1
DC-WD-04,1
D-F,1
Cystic,1
Cumulative,1
Crown,1
Croatian,1
Democratic,1
