,left,query,right
518,corrections in blue ink Annotated typescript of short story The Prodigal Uncle Copy typescript of short story The Bachelor,uncle,Clean copy typescript of short story The Pride of the Peacock Annotations consist of changes and corrections in
519,The Last Hour poem The Snow Egg and Bugler Boy Collection of short stories Possibly used for The Bachelor,uncle,or In Blackberry Time Consists of The Berry Holly The Tramp All of the Fish that 's in
520,Pig Killing Clean copy typescript of short story The Berry Holly Clean copy typescript of short story The Bachelor,uncle,Clean copy typescript of short story Dusty Clean copy typescript of short story Cloth of the Kings Fax
521,of the Peacock Annotations consist of changes and corrections in blue ink Annotated typescript of short story The Bachelor,uncle,Annotations consist of changes and corrections in pencil.Annotations consist of changes and corrections in pencil Clean copy and
522,print copy corrections in black ink Clean copy typescript of page 1 2 of short story The Homecoming of,uncle,Joseph Annotated typescript of short story The Liar The Pram and the Crocodile Annotations consist of print copy
523,of changes and corrections in pencil Annotated typescript of A short life regarding Sid 's family history and his,uncle,'s journal Annotations consist of changes in blue ink Clean copy first draft of A Pattern of Durham
524,notes and newspaper articles for research Annotations consist of changes and corrections in pencil Solo Trumpet and The Bachelor,uncle,Manuscript notes with typescript pages for these two plays Our Village and The Life of Larry Annotated notes
525,of England by Brian Redhead Photocopy radio script for radio play Excursion Radio script for short story The Bachelor,uncle,With note from Joan Laybourn apologising for the delay Tape reel recording of 'Men at Work 28 0
526,role of voluntary work young adult unemployment and training and women and employment Lady Plowden nee Richmond was a,niece,of Gertrude Bell and a cousin of the Trevelyans of Wallington An additional deposit of material made by
527,Pauline Trevelyan and George Lowthian Trevelyan to Nurse Robby Wishing a happy birthday Is addressed 'my dear little Great,niece,Postcard to Pauline Trevelyan Includes drawings Letter from Cousin Audrey to Pauline Trevelyan Drumkilbo Meigle Concerns Christmas and
528,and Florence Bell Letters to Mary from and about the children Letters from the Trevelyan children and Mary 's,niece,Mary either Caroline Trevelyan or Richmond including birthday wishes to Mary Letters to Charles and Mary from the
529,and visits with family Letters to Charles from Mary Includes family news an account of the death of her,nephew,John Lowthian Bell description of bomb damage in London reference to her work with the Women 's Institute
530,Wallan Thomas Woolner Athony Trollope John Hautmann An account of a visit to Napoleon at Elba attributed to a,nephew,of Spencer Perceval Nov 1814 H Philpotts Robert Perrau Scrapbook of autographs compiled by Lady Eleanor Trevelyan Including
531,are being addressed Part of a publication by The Royal College of Surgeons of England and The Smith and,nephew,Foundation derived from proceedings of a conference held on 2 November 1999 Article featured on pages 17 to
532,August 1998 Consist of article by Sir Liam writing in his capacity of final adjudicator for the Smith and,nephew,Silver Scalpel Awards in which he discusses the need for clinical governance and quality-assured practice in surgery Article
533,Freedom in Russia and his participation in the government Letter from George Shaw-Lefevre to Robert Spence Watson Concerning his,nephew,Mr Gordon son of Lord Stanmere Letter from George Shaw-Lefevre to Robert Spence Watson Biographical note on George
534,a planned journey to Cairo should a pressing legal matter be resolved her painting the christening of her new,nephew,Hawthorne Fred Myers 'Phantoms of the Living and thoughts on the Irish question Letter from Dorothy Tennant to
535,White Collection named after Robert White 1802-1874 was presented to King 's College now Newcastle University by his great,nephew,George White Pickering It is a rich source of literature as well as being strong in ecclesiastical and
536,Pauline Includes family news with reference to life in Suffolk his daughter 's marriage to Mr Barnardiston and his,nephew,'s application to join the civil service Also includes reference to researching pedigrees the authenticity of the Paston
537,Basque parents and orphaned less than a year later during a family visit to France Raised first by his,grandmother,in France he was taken back to Uruguay by his uncle and aunt moving with them to Paris
538,of a disagreement between domestic staff at Wallington Includes a comic advertisement for Mary 's services as a 'jobbing,grandmother,Letters to Geoffrey and Gillian Trevelyan from Mary Includes reflections on changes in society during his lifetime discussion
539,Florence Bell Florence loved the dancing class and Mary suggested arrangements for the children to have lunch with their,grandmother,Letter from Mary to Florence Bell Busy days with the children Letter from Mary to Florence Bell Geoffrey
540,Bell Discusses social life Letter from Mary to Florence Bell Discusses social life Pauline Trevelyan is staying with her,grandmother,while Mary is in Ambleside with Charles for work Letter from Mary to Florence Bell Gertrude Bell visits
541,in 1919 at Millmount portraying Robert Burns Dick with his daughter Emma her baby son Ian F Angus and,grandmother,Marion Cameron This copy of the original was created 1991 Copy of Photograph 1919 taken at 'Millmount with
542,Annotation attributed to Julia Forbes nee Wyndham reads `` Sketch book belonging to Lady Trevelyean nee Maryon Wilson my,grandmother,'' Sketchbook of Maria Trevelyan Relates to Walter 's diverse interests including antiquarian science and social matters Papers
543,popular writer for children and younger readers with titles including Get Back Pimple Viking Laughter is an Egg Puffin,grandfather,’ s Old Bruk-a-down Car Red Fox I Din Do Nuttin Red Fox Points of View with Professor
544,from Hugh Bell at Rounton Letters to Mary from Florence Bell Includes arrangements for Mary 's inheritance from her,grandfather,Isaac Lowthian Bell discussion of property and family news Letters to Mary from Hugh Bell Includes news of
545,taxation by Mary Also includes a letter from Hugh Bell regarding the transfer of Mary 's inheritance from her,grandfather,Lowthian Bell and a letter to Caroline from a representative of the National Parents Education Union Letters to
546,for her trip to Egypt Letters to Charles and Mary from Pauline Letters from a trip made with her,grandfather,Hugh Bell Includes sketches information on travel to Egypt and people encountered a visit to Khartoum picture postcards
547,Concerning motherhood and domestic life Letter from Mary to Florence Bell Pauline writes about the family horses to her,grandfather,Letter from Pauline Trevelyan to Hugh Bell Envelope is empty Envelope addressed to Florence Bell Concerning social life
548,Geoffrey Young to stay She is also writing a lecture Letter from Mary to Florence Bell George thanks his,grandfather,for presents Letter from George Lowthian Trevelyan to Hugh Bell Mary and the children have bronchitis and she
549,Thought 1887 and Old Aunt Elspa 's ABC 1884 Crawhall Joseph II Collection Hugh Lee Pattinson was the great,grandfather,of Sir Lawrence Born 25 December 1796 he became an industrial chemist He is known for patenting the
550,Pybus from Robson Watson was pointed to Pybus by John McNee he is looking for information about his great,grandfather,William Nesham surgeon of Newcastle upon Tyne born 1799 died 1876 According to Watson 's family Nesham was
551,and good friend of Joseph Crawhall II Also consists of letters sent to Thomas Crawhall Joseph Crawhall II 's,grandfather,and to Mrs. Crawhall wife of Joseph Crawhall II The letters concern both personal and professional matters Correspondence
552,84 letters Includes Letters sent to and from Joseph Crawhall II Letters to Thomas Crawhall Joseph Crawhall II 's,grandfather,Letters to Mrs. Crawhall wife of Joseph Crawhall II The letters concern both personal and professional matters General
553,profile of Sir Lawrence with his photograph Newspaper article entitled 'Towards Air Mastery Hugh Lee Pattinson was the great,grandfather,of Sir Lawrence Born 25 December 1796 he became an industrial chemist He is known for patenting the
554,brother Maurice 1871-1944 most of which previously belonged to Sir Hugh and Sir Lowthian Bell respectively their father and,grandfather,who were both industrialists The collection consists of approximately 500 books and is strongest in economics and industry
555,'Quartier Perdu Clean copy typescript draft of 'Quartier Perdu On the Train to Darlington to Saltburn to Visit My,grandfather,Clean copy typescript of 'On the Train to Darlington to Saltburn To Visit My Grandfather Essays and Reviews
556,Saltburn to Visit My Grandfather Clean copy typescript of 'On the Train to Darlington to Saltburn To Visit My,grandfather,Essays and Reviews Consists of essays and reviews written by Sean O'Brien Miscellaneous essays and reviews Typescript notes
557,'Langdale of Snape Suffolk on small oil painting by Harry Emerson of Chester-le-Street the property of Patrick Sandeman Reid,grandfather,The portrait of Joseph Saras Ceres was painted in 1849 The typed notes give genealogical information Joseph Saras
558,notes and drafts 2018-2020 1 Farrell Ancestry Research Report 1995 Research and draft file for Sir Terry Farrell 's,grandfather,'s biography 'Jim Maguire the man who died twice Family history and memoir notes and drafts A mixed
559,of their three children and was the stepsister of the traveller writer and political figure Gertrude Bell and the,granddaughter,of Sir Isaac Lowthian Bell first baronet steel manufacturer and MP Mary known as Molly to close friends
560,of their three children and was the stepsister of the traveller writer and political figure Gertrude Bell and the,granddaughter,of Sir Isaac Lowthian Bell first baronet steel manufacturer and MP Mary known as Molly to close friends
561,Emily from Edwin Wilcox Concerning daughter 's failure to obtain a visa and decision to send someone Wilcox 's,granddaughter,away to Switzerland Letter to Edwin Wilcox from D Wilcox Concerning Dr. Rudolph Steiner Letter to Edwin Wilcox
562,garden Photograph of garden scene undated Consists of 1 colour photograph Photograph of Sir Liam with his son and,grandson,Includes audio recordings of speeches made by Chief Medical Officers prior to Sir Liam Donaldson History of the
563,typed account of the history of Millmount headed “ from files kept by Ian Angus ” RBD ’ S,grandson,It is not known when the text was written although it is likely to have been after 1939
564,Wedge entitled “ On completion ” and headed “ from files kept by Ian Angus ” RBD ’ S,grandson,It is not known when the text was written although it is likely to have been after 1939
565,Bridge toilets Photocopy of a handwritten anecdote from G.D. Smith son in law to RBD to Ian F Angus,grandson,on the subject of a single arch railway bridge on the Newcastle side of the Tyne Bridge designed
566,things In rear of volume is Some notes on translations of some passages in Tacitus According to Thomas Hodgkins,grandson,Robin Hodgkin the work is early probably from Thomas Hodgkin 's University College London period Indices Nominum et
567,in 1897 Copy presented by the author to William J. Watson Given to the Library by Thomas Hodgkin 's,grandson,also Thomas Hodgkin George Fox 1897 Written for the Royal Mining Engineering and Industrial Exhibition Royal Jubilee Year
568,Thomas Hodgkin are available C1 a A copy printed by Longmans Green and Co. 1917 Inscribed R.A. Hodgkin a,grandson,Includes a letter from Thomas Hodgkin to “ V and G. ” dated 1905 C1 b A copy
569,1973 The Bosanquet Papers consist of archive material relating to Bernard Bosanquet the idealist philosopher 1848-1923 and to his,wife,Helen Bosanquet née Dendy 1860-1926 a member of the 1909 Poor Law Commission Material relating to Bernard Bosanquet
570,Dame Florence Bell 's Garden '' Middlesbrough 's Winter Gardens were founded by Sir Thomas Hugh Bell and his,wife,Florence Bell in 1907 Middlesbrough Winter Gardens Letters to Molly Bell from Frank Lascelles Invitation Cards Photographs and
571,1906 Family Photograph Album the Bell family 1906-1911 Family photograph album belonging to Captain Herbert William Richmond and his,wife,This album contains Cracker Mottoes 1907 Family photographs and birth announcements Naval photographs from HMS Dreadnought Newspaper article
572,Family Photograph Album Herbert William Richmond 1907-1914 Family photograph album belonging to Rear Admiral Herbert William Richmond and his,wife,Florence Elsa Richmond known as Elsa and nee Bell This album contains items relating to their wedding and
573,Herbert William and Florence Elsa Richmond 1907 1924 Family photograph album belonging to Captain Herbert William Richmond and his,wife,This album contains family photographs of the Richmond and Trevelyan children and a Naval Review June 1911 Family
574,Family Photograph Album Herbert William Richmond 1909-1913 Family photograph album belonging to Rear Admiral Herbert William Richmond and his,wife,This album contains Family photographs birth announcements photographs from Captain Richmond 's ship Admiral Sir David Beatty Sir
575,Herbert William Richmond East Indies Command 1923 Family photograph album belonging to Rear Admiral Herbert William Richmond and his,wife,Florence Elsa Richmond known as Elsa and nee Bell This album contains mainly family photographs of the couple
576,Herbert William Richmond East Indies Command 1923-1925 Family photograph album belonging to Rear Admiral Herbert William Richmond and his,wife,This album contains Family photographs Queen 's College Cambridge Ball 1927 Sir Hugh Bell construction of the Tyne
577,family containing cuttings related to Middlesbrough 's Winter Gardens which was founded by Sir Thomas Hugh Bell and his,wife,Florence Bell in 1907 Scrapbook the Bell family Winter Gardens 1908 1922 Invitation to the Coronation of King
578,from her five previous collections The Country at My Shoulder 1993 A Bowl of Warm Air 1996 Carrying My,wife,2000 Souls 2002 and How the Stone Found Its Voice 2005 The Country at My Shoulder was shortlisted
579,2005 The Country at My Shoulder was shortlisted for the T.S Eliot and Whitbread poetry prizes and Carrying My,wife,was a Poetry Book Society Recommendation Europa was shortlisted for the T.S Eliot Prize Moniza Alvi received a
580,Prize Consists of letters and proofs relating to the published poetry works of Moniza Alvi Moniza Alvi Carrying My,wife,Consists of a printout with the title 'Carrying My Wife Work in Progress Printout Consists of a clean
581,poetry works of Moniza Alvi Moniza Alvi Carrying My Wife Consists of a printout with the title 'Carrying My,wife,Work in Progress Printout Consists of a clean copy printout Printout Consists of a printout with the note
582,Douglas Dunn is a major Scottish poet editor and critic whose Elegies 1985 a moving account of his first,wife,’ s death became a critical and popular success Author of over ten collections of poetry he has
583,Anglo-Scots parentage and brought up in the Scottish diaspora Apart from much global travelling he lived thereafter lived with,wife,and family in Scotland the passionate austerities of which compel his poetry – helped by many other lifetime
584,Book of the Year and most recently Fair Helen Quercus 2013 He lives in Edinburgh and Orkney with his,wife,novelist Lesley Glaister Consists of letters and proofs relating to the published poetry works of Andrew Greig Andrew
585,Coop award at the Edinburgh Festival Since 1983 he has lived in ‘ Huntingdonshire ’ technically Cambridgeshire with his,wife,and two daughters where he teaches at Kimbolton School In 1987 Ted Hughes and Seamus Heaney selected his
586,1984 and Now and Then The Poet ’ s Choice Columns 2007 He lives in northern California with his,wife,the poet Brenda Hillman and teaches at the University of California at Berkeley Consists of letters and proofs
587,`` My Sister 's Sister '' Photocopy Consists of typescript and photocopy of poems from `` My Husband 's,wife,'' Some of these poems do not appear in the finished publication and there are corrections made directly
588,Childish and wise joyous and angry at once complex and simple he was sustained for 20 years by his,wife,and memoirist Nadezhda Mandelstam who became with Anna Akhmatova the saviour of his poetry His last poems preserved
589,Gnyss the Magnificent Chatto 1993 He currently teaches poetry at Amherst College in Massachusetts where he lives with his,wife,and daughter Consists of letters and proofs relating to the published poetry works of Glyn Maxwell Glyn Maxwell
590,Poems 1980-1996 1998 and then A Leaf Out of His Book 1999 from Oxford Poets/Carcanet and Redgrove ’ s,wife,2006 and Sandgrain and Hourglass 2010 from Bloodaxe Books Redgrove ’ s Wife was shortlisted for both the
591,Oxford Poets/Carcanet and Redgrove ’ s Wife 2006 and Sandgrain and Hourglass 2010 from Bloodaxe Books Redgrove ’ s,wife,was shortlisted for both the Forward Prize and the T.S Eliot Prize in 2006 Sandgrain and Hourglass is
592,country Consists of letters and proofs relating to the published poetry works of Penelope Shuttle Penelope Shuttle Redgrove 's,wife,Consists of a printout of a collection of poems which has been submitted via David Higham Associates There
593,where he had most of his education He married in 1907 in Montevideo and had six children with his,wife,Pilar Conscripted to serve in the First World War he spent the Second World War exiled in Uruguay
594,1990s Box 18 1990s Plowden Family Correspondence Two boxes of letters from Valentine Vester nee Richmond who with her,husband,ran the American Colony Hotel in Jerusalem from the early 1960s Letters from Valentine Vester to Lady Plowden
595,many of those who were close to her died in the aftermath of the revolution 2 Akhmatova 's first,husband,Nikolai Gumilev was executed by the Soviet secret police and her son Lev Gumilev and her common-law husband
596,first husband Nikolai Gumilev was executed by the Soviet secret police and her son Lev Gumilev and her common-law,husband,Nikolay Punin spent many years in the Gulag where Punin died Consists of letters and proofs relating to
597,many of those who were close to her died in the aftermath of the revolution 2 Akhmatova 's first,husband,Nikolai Gumilev was executed by the Soviet secret police and her son Lev Gumilev and her common-law husband
598,first husband Nikolai Gumilev was executed by the Soviet secret police and her son Lev Gumilev and her common-law,husband,Nikolay Punin spent many years in the Gulag where Punin died Translated by by Richard McKane Anna Akhmatova
599,Hardie was born in 1951 and grew up in County Down She now lives in County Kilkenny with her,husband,the writer Seán Hardie Her poems have won many prizes including the Michael Hartnett Award for Poetry in
600,later renamed `` My Sister 's Sister '' Photocopy Consists of typescript and photocopy of poems from `` My,husband,'s Wife '' Some of these poems do not appear in the finished publication and there are corrections
601,1983 She died in 1983 aged 45 after a long illness Her Collected Poems 1985 was edited by her,husband,the poet and critic Roger Garfitt with a new edition issued in 2011 with an audio CD of
602,is an award-winning poet and short story writer She was born in Leicester and lives in Worcester with her,husband,and two children She is an Open University student studying towards a BA in Humanities with Art History
603,East Germany and from 1959 to 1988 in America except for years in Mexico and Spain She and her,husband,now live in York England They have four children and two grandchildren In the US she published two
604,correspondence and press cuttings Publicity file Stephanie Norgate is a playwright and poet She lives in Sussex with her,husband,and two children and runs the MA in Creative Writing at the University of Chichester Her plays have
605,born in Virginia in 1915 and lived in rural Vermont for much of her life In 1959 after her,husband,committed suicide she had to raise three daughters alone all the time writing what she called her ‘
606,She is a professor of English at Brown University and edited Lost Roads Publishers for 30 years with her,husband,poet Forrest Gander She has collaborated on many projects with photographer Deborah Luster most recently One Big Self
607,to Charles book on Russia Letters to Charles from Carlene Barnaby Includes an account of her arrival with her,husband,in the Sudan family news and life in Khartoum and Madani Also includes pictures postcards of Rome and
608,Williams concerning the Trevelyan children letters from Hugo Bell from abroad Mary A Marshall on the death of her,husband,and other political colleagues on political prospects Letters to Charles from various correspondents Concerning the management of the
609,and the House of Commons from John Llewellyn Davies concerning an education institution from Elizabeth Spence Watson concerning her,husband,'s electioneering from Basil Williams concerning the death of Theodore Trevelyan and the recent election from J Bainbridge
610,Richard B Graham concerning the Landsdowne letter calling for a peace with Germany and from Elsie Marchand concerning her,husband,in France and the Balkans Letters to Charles and Mary from various correspondents Includes letters from W Robin
611,of Democratic Control Letters to Charles from various correspondents Bundle labelled 'friends Includes letters from Nancy Durand describing her,husband,'s work as a landscape architect and gardener in France from F G Kenyon regarding a corinthian vase
612,Sylvia Henley nee Stanley Includes family news details of her daughter Rosalind Elsa and Herbert Richmond 's marriage her,husband,Anthony Morton Henley 's career and health literature and Mary 's family Letters to Mary from Sylvia Letters
613,from 'Wattie and Geoffrey Howard Includes news of her daughter Diana Kaye her health and letter from Phoebe 's,husband,William Kaye Letters to Mary from Phoebe Kaye Includes letters from Florence Bell and Elsa Richmond a telegram
614,to Katharine Kitty Trevelyan 's return from Germany Letters to Mary from Elsa and family Includes news of her,husband,Herbert and children reference to George Lowthian 's career family news an account of disagreements between domestic staff
615,domestic staff Letters to Mary from Elizabeth Includes family news and reference to the health of her and her,husband,Includes a letter from Rosalind Simpkins regarding Elizabeth 's health Some of the letters are dictated Letters to
616,Charles from Mary Includes family news details of their daughter Florence Patricia 's plans following the death of her,husband,reference to the sorting of Bell family assets by Mary and Elsa Richmond letters from a conference of
617,to Charles Concerns Charles visit reference to seeing 'Marjorie in a magazine and hopes that she will find a,husband,Letter from Mary to Charles Concerns news of Mary 's Christmas activities and discusses the wedding service Letter
618,the National Trust letters from a visit to Redcar discussion of their daughter Katharine Kitty 's separation from her,husband,Georg Gotsch letters from a trip to Devon and Cornwall with their son George Lowthian letters from a
619,Philibuster Family Memorandum on 'Experimental Programmes for Immigrant Children Letter and sample of material for proposed books submitted by,Mrs,Hughes from Manchester College Mandeville Jamaica Report on two volumes of verse anthologies for use in the first
620,Bow Group 1968 Cheshire 1968 North of England Conference Liverpool 1968 Susan Belgrave Volunteer Reading Help 1968 Reply to,Mrs,Virginia Bottomley 1968 Opening of ST Ethelburga 's Primary School 1969 Opening of St Julian 's School 1969
621,This was followed by two later collections of poems written in her late 70s Appetites of Love 2001 and,Mrs,Perkins and Oedipus 2004 both from Bloodaxe In 2005 the Poetry Archive issued her CD Elizabeth Bartlett Reading
622,the publication Information sheet Appetites of Love Consists of an information sheet introducing the author and publication Information Sheet,Mrs,Perkins and Oedipus Consists of a page proof that has been corrected by Elizabeth Bartlett Author 's Proof
623,1994 Jizzen Picador 1999 The Tree House Picador 2004 and The Overhaul Picador 2012 as well as Mr and,Mrs,Scotland Are Dead Poems 1980-1994 Bloodaxe Books 2002 which was shortlisted for the Griffin Poetry Prize The Tree
624,'s Proof Consists of a Bloodaxe Books information sheet introducing the author and the publication Information sheet Mr and,Mrs,Scotland are Dead Poems 1980 1994 Consists of a proof with a Bloodaxe Books information sheet that has
625,Arts the Lannan Foundation and the John Simon Guggenheim Memorial Foundation and the Writer ’ s Award from the,Mrs,Giles Whiting Foundation He lives in Chicago Illinois From Blossoms Selected Poems Bloodaxe Books 2007 is his first
626,John Bell Kitty Gordon Ben C Spoor Charles Zueblin Francis Acland Arthur Ponsonby Henry Wilson Priscilla Albright Margaret Robins,Mrs,Raymond Robins H A Berens Arthur Henderson Hugh Richardson F Merttens George A Dunce W H Coates W
627,63 65 102 111 112 and 127 Cabinet Conclusions from July 1924 Includes letters from Lowthian Bell Caroline Trevelyan,Mrs,Hunt Neenee George Otto Trevelyan George Macaulay Trevelyan Janet Penrose Ward Dorothy Ward Venetia Stanley Florence Johnson Ambrose
628,and CPT/5/4/4 An analysis and reflection on Balfour 's 1917 declaration establishing a 'natural home for Jews Written by,Mrs,Edgar Dugdale Blanche E C Dugdale and published by the Jewish Agency for Palestine Includes reference to Charles
629,Bertram concerning an upcoming trip to Jerusalem Correspondents include M R Oliphant Rebecca Parker R L H Parry and,Mrs,Pearn Letters to Charles from various correspondents Including from V C Hassan concerning the National Union of Ex
630,Digby concerning the World War I and from RG Hatton concerning some bookplates for Caroline Trevelyan Other correspondents include,Mrs,Young Charles Zueblin Ishbel Aberdeen George Anderson Normal Angell Baron Armstrong C J F Atkinson J H Badley
631,and Booa Mary Prestwich One card features a photographic image of Ratton Willingdon Sussex Calling cards from Lord Swaythling,Mrs,Basil Wilberforce Sir Alexander and Lady Lawrence Arthur Serena Mrs J C Wedgwood Mrs Edward Jenks and David
632,of Ratton Willingdon Sussex Calling cards from Lord Swaythling Mrs Basil Wilberforce Sir Alexander and Lady Lawrence Arthur Serena,Mrs,J C Wedgwood Mrs Edward Jenks and David and Lady Brynmor-Jones Some annotated with congralations Also includes a
633,Calling cards from Lord Swaythling Mrs Basil Wilberforce Sir Alexander and Lady Lawrence Arthur Serena Mrs J C Wedgwood,Mrs,Edward Jenks and David and Lady Brynmor-Jones Some annotated with congralations Also includes a postcard to Caroline Trevelyan
634,a recent speech Charles gave at a Liberal meeting the Ilinden Uprising in Macedonia a meeting in York with,Mrs,Elizabeth Spence Watson meeting Mrs Reeves on a train and arrangements for an upcoming visit to friends with
635,at a Liberal meeting the Ilinden Uprising in Macedonia a meeting in York with Mrs Elizabeth Spence Watson meeting,Mrs,Reeves on a train and arrangements for an upcoming visit to friends with Ma Letter from Charles to
636,for their impending wedding Letter from Charles to Mary Concerning Mary 's upcoming trip Charles recent activities photographs from,Mrs,Stanley not included and arrangements for their wedding to be held in January to avoid conflicting with elections
637,reading of the Life of Fox anticipation for Charles and Mary 's upcoming wedding gifts from Herbert Samuel and,Mrs,Yorke Hugh Luttrell arrangements to attend a social event and Charles love for Mary Letter from Charles to
638,Includes family news life at Cambo Rounton Grange and London an account of the funeral of Mary Augusta Ward,Mrs,Humphry Ward Florence Bell 's disapproval of the Women 's Institute the arrival of a new car the
639,Elland Letter from Charles to Pauline Trevelyan 14 Great College Street Westminster Concerns sending chocolates for the children visiting,Mrs,Wilson with Kitty 's doll Elizabeth Bessie Trevelyan visiting Marjorie Letter from Mary to the children 14 Great
640,Letter from Caroline Trevelyan to Charles Welcombe Stratford on Avon Concerns news of the children their activities tea with,Mrs,Dean and the Henson 's Letter from Elsie Clarke to Mary Morningside Park Avenue Watford Concerns news of
641,'s health Letter from Elsie Clarke to Mary Thanks Pauline for the gifts and updates about Edie Letter from,Mrs,Matthews to Pauline Trevelyan Update on activites Letter from Edith Edie to Pauline Trevelyan Letter about the weather
642,to be taller than Mary Letter from Elsie Clarke to Mary Caerwylan Criccieth North Wales Concerns a visit from,Mrs,Lloyd George George 's arrival and building sandcastles on the beach Letter from Elsie Clarke to Mary Caerwylan
643,health the weather spending time outdoors with George and Kitty attending a Welsh play with Miss Jones news of,Mrs,Lloyd George and Mrs William Letter from Elsie Clarke to Mary Caerwylan Criccieth North Wales Concerns Kitty and
644,Consists of a printout of a collection of poems with pagination and a note on the front stating 'final,Ms,Printout Consists of a clean copy printout of a collection of poems Printout Consists of a clean copy
645,are some changes to wording and titles of the poems There is a note on the envelope `` Old,Ms,'' manuscript Norman MacCaig is referenced on envelope but this is not reflected in the contents Typescript Western
646,Poems '' publication there are some edits and annotations Typescript Consists of printed poems with the note `` Earlier,Ms,'' written by Neil Astley MS refers to Manuscript Printout Consists of photocopies of David Scott 's previous
647,edits and annotations Typescript Consists of printed poems with the note `` Earlier MS '' written by Neil Astley,Ms,refers to Manuscript Printout Consists of photocopies of David Scott 's previous publications and typescripts Photocopies Consists of
648,the restoration of a railway coach for the children Letters to Florence from Mary Hugo gives money to met,Ms,Wilson plan to call her to arrange next meeting tells her mother about his travel plans Letter from
649,Letter from Mary to Florence Mary mentions a lunch at Be she went to and where she talked to,Ms,Middleton ant to Sir Arthur News about her children 's health conditions Mary will go to Newcastle to
650,arrived Gresswell Letter from Mary to Florence Reference to a lecture held by her mother about the recently deceased,Ms,Ward Mention of a day in York and a night spent in Newcastle the first time away from
651,the Department of Health entitled 'Diseases with Strategies in Place covering immunisation blood borne viruses and HIV/AIDS Paper by,Ms,Tess Ing of Department of Health entitled 'Our Healthier Nation The Contracts for Health And paper by Mr
652,Paper by the Department of Health 's Economics and Operational Research Division entitled 'Problems of Public Communication Paper by,Ms,Helen McCallum Director of Communications at Department of Health entitled 'Communications Issues Overview And summary of responses to
653,on Russian Freedom including RSW 's activities with the Frieds of Russian Freedom Volkhovsky Stepniak etc Annotated thoughout with,Ms,copy of Wilfrid Lawson 's poem 'On the Russian Circular Scrapbook The History of English Rule and Policy
654,Material Transparent paper Studio 2 Second Floor Revision E 15 July 1983 Plan Title Client Rooms Ground Floor Glazed,Ms,Screen Scale Variable Date 11 April 1983 TFP Ref LP702 Size 850mm x 600mm Material Transparent paper Client
655,Date 11 April 1983 TFP Ref LP702 Size 850mm x 600mm Material Transparent paper Client Rooms Ground Floor Glazed,Ms,Screens 11 April 1983 Plan Title Lobby Reception Joinery Revision B Scale 1:10 Date 21 July 1983 TFP
656,'s house in Byer 's Green Sotheby 's Catalogue of Valuable Printed Books Autograph letters and historical documents With,Ms,annotation on page 77 against the entry for a Thomas Wright manuscript Sotheby 's Catalogue of Valuable Printed
657,General Editor of Shell Guides 20th Century series of guidebooks on the counties of Britain Letter asking for the,Ms,of the Shell Guide by the end of November Letter from John Betjeman General Editor of Shell Guides
658,on Music From Palestrina to Copland by Sam Morgenstern Report on 'The Pastel Portrait A Period Piece 1731-1804 by,Miss,Ida Gantz Report on 'The Black and the White A Ghana Diary by Renee L. Curtis Report on
659,Junior School Inner London Educational Authority Stockwell Manor School Stockport Metropolitan Borough Stonham Memorial Trust Strathclyde Sulivan Primary School,Miss,MacIntyre Sunderland Sutton Tate Gallery Temple Teachers World Thames Television Ltd. Thatcher Thomas Thomas Tibble Tilley The Times
660,2006 includes a selection of her poems with extracts from an interview and an essay on African American poetry,Miss,Crandall 's School for Young Ladies Little Misses of Color a collaboration with poet Marilyn Nelson and artist
661,Recall from the Government of Madras Includes Heads of Articles on the marriage of the Reverend George Trevelyan and,Miss,Frances Ann Lumsden an account of a legacy left by John Trevelyan to the children of Reverend George
662,poem entitled Romalene by Charles Wilson with a dedication to Charles by the author reference to the dismissal of,Miss,McCourtney of Borrowdale School a picture postcard of Capri reference to government negotiations with miners and an account
663,from Anna M. Philips to Charles Concerns being unable to attend a party meeting on Wednesday being disappointed to,Miss,the debate speaking every day and thanking Charles for getting her into the 'Cape Letter from H M
664,Imogen Gore Browne William Graham Dorothy Haig Hilda Finch Marjorie Pentland Herbert Richmond Pauline Trevelyan Herbert Watson Elizabeth Robbins,Miss,Calvert John Bell a working miner in Durham Herbert Samuel Gertrude Brooke Hugh Dalton Arthur Ponsonby Annie Wilson
665,spouses and children and a watercolour illustrated timetable for 'Pauline George Lowthian and Katharine Kitty Trevelyan 's lessons with,Miss,Clarke Elsie Clarke Trevelyan and Bell family ephemera Thoughts on the war and its human loss also support
666,Letters to Mary from Hugo Includes family news life at Rounton and reference to Hugo 's courtship of a,Miss,Wilson of Manfield Letters to Mary from Hugo Letters relating to his engagement and marriage to Frances Morkill
667,love for Mary Letter from Charles to Mary Concerning Charles work Mary 's upcoming visit to Yorkshire to meet,Miss,Calvert and messages of congratulations from friends on their engagement Letter from Charles to Mary Concerning Mary 's
668,at work Letter from Charles to Mary Concerning a recent Liberal meeting in Hull and seeing Lady Chesterfield and,Miss,Wilberforce Letter from Charles to Mary Concerning a successful meeting in Hull his love for Mary the success
669,from Charles to Mary Concerning the purchase of a dressing table dining arrangements with Aunt Margaret dining arrangements with,Miss,Hutchison and the unveiling of a tablet dedicated to Lord Macaulay Letter from Charles to Mary Concerning the
